/* L 8 Z 100000 */
/* probabilidad; segundo momento */
0.650100;19378381
0.650200;19359639
0.650300;19354143
0.650400;19336799
0.650500;19321011
0.650600;19279953
0.650700;19274636
0.650800;19258107
0.650900;19252976
0.651000;19235604
0.651100;19226082
0.651200;19214430
0.651300;19195063
0.651400;19179738
0.651500;19162707
0.651600;19111816
0.651700;19098640
0.651800;19084601
0.651900;19069325
0.652000;19060236
0.652100;19082362
0.652200;19068182
0.652300;19047160
0.652400;19027187
0.652500;19005643
0.652600;19092225
0.652700;19084880
0.652800;19068354
0.652900;19049894
0.653000;18984477
0.653100;18974735
0.653200;18958665
0.653300;18940410
0.653400;18926345
0.653500;18934550
0.653600;18920073
0.653700;18896786
0.653800;18884541
0.653900;18870365
0.654000;18759704
0.654100;18743144
0.654200;18722298
0.654300;18698112
0.654400;18687658
0.654500;18766535
0.654600;18758804
0.654700;18746459
0.654800;18740626
0.654900;18727619
0.655000;18452168
0.655100;18443512
0.655200;18427752
0.655300;18409636
0.655400;18397359
0.655500;18466874
0.655600;18447792
0.655700;18421017
0.655800;18404382
0.655900;18391691
0.656000;18499379
0.656100;18484857
0.656200;18470391
0.656300;18456639
0.656400;18448943
0.656500;18439073
0.656600;18428915
0.656700;18408503
0.656800;18398088
0.656900;18082745
0.657000;18073978
0.657100;18064717
0.657200;18039654
0.657300;18027206
0.657400;18251185
0.657500;18236808
0.657600;18216503
0.657700;18204827
0.657800;18186480
0.657900;18186068
0.658000;18166175
0.658100;18158559
0.658200;18140894
0.658300;18127685
0.658400;18278610
0.658500;18267797
0.658600;18246389
0.658700;18236412
0.658800;18212714
0.658900;18031827
0.659000;18012096
0.659100;17993381
0.659200;17984509
0.659300;17968524
0.659400;17982058
0.659500;17969827
0.659600;17946142
0.659700;17936670
0.659800;17924591
0.659900;17834931
0.660000;17818842
0.660100;17799720
0.660200;17784734
0.660300;17768855
0.660400;17872005
0.660500;17865677
0.660600;17845495
0.660700;17834709
0.660800;17814356
0.660900;17655616
0.661000;17643316
0.661100;17631608
0.661200;17613733
0.661300;17571745
0.661400;17553930
0.661500;17538460
0.661600;17524104
0.661700;17511165
0.661800;17421007
0.661900;17406646
0.662000;17387884
0.662100;17373512
0.662200;17366714
0.662300;17763351
0.662400;17752359
0.662500;17735807
0.662600;17723308
0.662700;17704724
0.662800;17421599
0.662900;17402273
0.663000;17379930
0.663100;17372838
0.663200;17358344
0.663300;17319654
0.663400;17310558
0.663500;17295482
0.663600;17281158
0.663700;17263480
0.663800;17404931
0.663900;17382508
0.664000;17369547
0.664100;17353101
0.664200;17331473
0.664300;17384373
0.664400;17370641
0.664500;17357944
0.664600;17343736
0.664700;17321369
0.664800;17176560
0.664900;17163199
0.665000;17148528
0.665100;17133691
0.665200;17122295
0.665300;17090699
0.665400;17078407
0.665500;17062666
0.665600;17047933
0.665700;16869763
0.665800;16856530
0.665900;16846473
0.666000;16832191
0.666100;16820724
0.666200;17007476
0.666300;16985892
0.666400;16965927
0.666500;16944218
0.666600;16933678
0.666700;16867389
0.666800;16854511
0.666900;16842488
0.667000;16829067
0.667100;16818766
0.667200;16731171
0.667300;16715318
0.667400;16697988
0.667500;16683933
0.667600;16671369
0.667700;16652843
0.667800;16640168
0.667900;16632028
0.668000;16619699
0.668100;16608867
0.668200;16698785
0.668300;16684667
0.668400;16673125
0.668500;16656826
0.668600;16638033
0.668700;16510861
0.668800;16490043
0.668900;16479800
0.669000;16460987
0.669100;16447102
0.669200;16570641
0.669300;16557219
0.669400;16533071
0.669500;16522788
0.669600;16507777
0.669700;16360786
0.669800;16346702
0.669900;16330870
0.670000;16317036
0.670100;16381537
0.670200;16370001
0.670300;16348756
0.670400;16334794
0.670500;16328202
0.670600;16272732
0.670700;16256212
0.670800;16244055
0.670900;16231442
0.671000;16205388
0.671100;16250445
0.671200;16225986
0.671300;16216420
0.671400;16204917
0.671500;16196550
0.671600;15950956
0.671700;15936993
0.671800;15921740
0.671900;15905084
0.672000;15892564
0.672100;15947550
0.672200;15922867
0.672300;15911423
0.672400;15902253
0.672500;15886313
0.672600;16094578
0.672700;16081152
0.672800;16063365
0.672900;16046231
0.673000;16030392
0.673100;15912008
0.673200;15897550
0.673300;15880152
0.673400;15860927
0.673500;15842439
0.673600;15780178
0.673700;15760618
0.673800;15748412
0.673900;15732288
0.674000;15720772
0.674100;15848640
0.674200;15833841
0.674300;15816202
0.674400;15802484
0.674500;15792057
0.674600;15561652
0.674700;15553573
0.674800;15538543
0.674900;15524701
0.675000;15463202
0.675100;15445205
0.675200;15433732
0.675300;15424668
0.675400;15408481
0.675500;15331959
0.675600;15309884
0.675700;15296599
0.675800;15273991
0.675900;15258838
0.676000;15421873
0.676100;15413025
0.676200;15393026
0.676300;15369494
0.676400;15351222
0.676500;15242258
0.676600;15225300
0.676700;15201180
0.676800;15191461
0.676900;15171378
0.677000;15227829
0.677100;15209078
0.677200;15186401
0.677300;15176921
0.677400;15162222
0.677500;15049227
0.677600;15026970
0.677700;15005780
0.677800;14991561
0.677900;14968792
0.678000;15001202
0.678100;14980470
0.678200;14969700
0.678300;14955147
0.678400;14939402
0.678500;15023810
0.678600;15006065
0.678700;14992496
0.678800;14974187
0.678900;14961997
0.679000;14982075
0.679100;14958794
0.679200;14943154
0.679300;14920770
0.679400;14902825
0.679500;14952543
0.679600;14933922
0.679700;14918750
0.679800;14901837
0.679900;14898309
0.680000;14886154
0.680100;14873362
0.680200;14854169
0.680300;14842035
0.680400;14629234
0.680500;14611589
0.680600;14603218
0.680700;14586212
0.680800;14567199
0.680900;14582423
0.681000;14570680
0.681100;14555786
0.681200;14541922
0.681300;14521842
0.681400;14462553
0.681500;14448812
0.681600;14438231
0.681700;14416108
0.681800;14403428
0.681900;14413446
0.682000;14403217
0.682100;14389422
0.682200;14373450
0.682300;14352796
0.682400;14210202
0.682500;14190070
0.682600;14169161
0.682700;14149832
0.682800;14137894
0.682900;14298681
0.683000;14287094
0.683100;14270834
0.683200;14260056
0.683300;14243834
0.683400;14324624
0.683500;14307653
0.683600;14293875
0.683700;14274962
0.683800;14262490
0.683900;14103822
0.684000;14092135
0.684100;14074015
0.684200;14063264
0.684300;14050811
0.684400;14112842
0.684500;14096623
0.684600;14079607
0.684700;14063463
0.684800;13889594
0.684900;13879148
0.685000;13863702
0.685100;13843911
0.685200;13826799
0.685300;13975141
0.685400;13961532
0.685500;13944260
0.685600;13923363
0.685700;13902011
0.685800;13981666
0.685900;13961334
0.686000;13946603
0.686100;13936058
0.686200;13924932
0.686300;13856917
0.686400;13840168
0.686500;13825185
0.686600;13807642
0.686700;13789797
0.686800;13823638
0.686900;13819520
0.687000;13802023
0.687100;13783224
0.687200;13763919
0.687300;13675664
0.687400;13657953
0.687500;13641238
0.687600;13626601
0.687700;13615020
0.687800;13350746
0.687900;13345411
0.688000;13335381
0.688100;13322776
0.688200;13309092
0.688300;13431524
0.688400;13411792
0.688500;13399165
0.688600;13387887
0.688700;13372833
0.688800;13357686
0.688900;13351093
0.689000;13330670
0.689100;13314443
0.689200;13301964
0.689300;13189299
0.689400;13164904
0.689500;13151656
0.689600;13135546
0.689700;13351616
0.689800;13322763
0.689900;13308710
0.690000;13298003
0.690100;13281682
0.690200;13108622
0.690300;13094722
0.690400;13084482
0.690500;13075003
0.690600;13061756
0.690700;13175163
0.690800;13169712
0.690900;13149488
0.691000;13139791
0.691100;13124982
0.691200;13181302
0.691300;13165814
0.691400;13149466
0.691500;13134270
0.691600;13118462
0.691700;12783146
0.691800;12770392
0.691900;12756868
0.692000;12746928
0.692100;12738152
0.692200;13004511
0.692300;12981732
0.692400;12971775
0.692500;12959263
0.692600;12938946
0.692700;13087692
0.692800;13078129
0.692900;13054281
0.693000;13037126
0.693100;13022932
0.693200;12890178
0.693300;12877985
0.693400;12868183
0.693500;12849580
0.693600;12832012
0.693700;12861083
0.693800;12847159
0.693900;12836892
0.694000;12817617
0.694100;12807874
0.694200;12564870
0.694300;12547378
0.694400;12530270
0.694500;12506037
0.694600;12625216
0.694700;12612156
0.694800;12602386
0.694900;12588737
0.695000;12563767
0.695100;12525007
0.695200;12506368
0.695300;12494146
0.695400;12479915
0.695500;12466467
0.695600;12459126
0.695700;12441770
0.695800;12424510
0.695900;12415713
0.696000;12410667
0.696100;12243075
0.696200;12224243
0.696300;12210055
0.696400;12188226
0.696500;12168310
0.696600;12255915
0.696700;12245445
0.696800;12232268
0.696900;12220839
0.697000;12213239
0.697100;12016858
0.697200;11997052
0.697300;11980287
0.697400;11962533
0.697500;11944848
0.697600;12176767
0.697700;12160159
0.697800;12136195
0.697900;12117423
0.698000;12098350
0.698100;12016321
0.698200;11998201
0.698300;11980722
0.698400;11964687
0.698500;11939252
0.698600;11805038
0.698700;11794274
0.698800;11781073
0.698900;11763788
0.699000;11750091
0.699100;11854292
0.699200;11837796
0.699300;11824489
0.699400;11809677
0.699500;11791692
0.699600;11687672
0.699700;11665448
0.699800;11657316
0.699900;11646023
0.700000;11634523
0.710000;10335985
0.720000;9002469
0.730000;7649811
0.740000;6467681
0.750000;5378300
0.760000;4286383
0.770000;3446418
0.780000;2757254
0.790000;2143339
0.800000;1648842
0.810000;1238889
0.820000;931308
0.830000;673106
0.840000;475369
0.850000;327065
0.860000;239225
0.870000;161772
0.880000;105515
0.890000;66708
0.900000;38556
0.910000;26678
0.920000;15817
0.930000;8057
0.940000;4684
0.950000;2953
0.960000;1528
0.970000;726
0.980000;305
0.990000;53
